Tweet	Labels
"I can only say its done only and only if I am part of the struggle, stay home and stay safe Let's fight corona together."	0
"maybe if we gave timothe chalamet the oscar he deserved for cmbym, the world wouldnt be riddled with coronavirus."	10
"Coronavirus: No matter how hard I try, I just can't get to this Scott guy. Allergies: Hold my beer."	10
Spring has got us playing a game called plague or Pollen Good luck yall explainyoursneeze COVID19 covid19uk	3 10
UFC249 What we wanted: Khabib VS Ferguson Usman VS Masvidal What were getting: Ferguson VS Gaethje Fuck off Corona	5 6
"In all seriousness, hundreds of people are dying daily from Coronavirus and other complications, yall be safe outchea"	0 4
Insightful as always. We need direct and clear messages. Thanks for posting. COVID19	0 1
Yall den messed me up so bad I thought it said Coronavirus for a sec...	3 4 10
I cant stop playing NHL20 and Paper io2. What are you playing? COVID19 QuarantineAndChill Xbox	0
One of the hardest parts of caring for patients during COVID19 is not allowing families to be by their side at the end.	5
"We are fighting unseen enemy now I think it's a kind of a war Do not get out of your house, and keep calm down. coronavirus"	0 5
SO HELP ME GOD IF I CLICK THE HOME BUTTON INSTEAD OF THE PLAY BUTTON ON MY FIRE STICK REMOTE ONE MORE TIME IM GIVING MYSELF CORONA.	3 6 10
wish I could still go see my bed princess. mood went so down knowing my entire flight got cancelled....fuck you corona virus.	6
Got up at a normal pre Corona time and rah when this is all over the readjustment will hit hard	3 4 5
"Peep Show is brilliant anyway, but its extra brilliant now peepshow lockdown lockdowntv coronavirus"	0 1 10
"If u meet me anywhere(especially in the morning and afternoon) and i sneeze, Guys i don't have corona...I have sinusitis, bare with me"	0 10
Corona came to let you change your daily basis fuckin ordinary god damn conversations	6 10
corona fucked up my sleep schedule so bad. its currently 8:30 am and Im just now going to bed.	6
Yeah u bringing me ur madness in this season of Corona . I promise i'll problem yah azzz Ur problem transaction is in process .	6
Taking the train during COVID19 is absolutely the craziest thing Ive ever had to do in my life.	4 9
Watching the American Corona Task Force compared to Trudeau Land offering. Thank GOD for President Trump.	1
ppl takin these corona shit over the top serious n its pissing me off fr	6
I got meningitis one time and now I have to get a text/call everyday from someone telling me I'm at risk for covid19. Let me live	5 6
Watch this whole corona thing be an elaborate April fools joke	10
Everything must be prepaired as well as possible in efforts to fight coronavirus	0 1
i promise you if we wasnt dealing with covid19 .. id take that 21 hour drive:	6 10
"1 new death(s) confirmed in USA totaling 3,890 in this place. Already 42,152 worldwide. coronavirus covid19 Usa"	8
"There is also BC (Before Corona) and AC, which I hope to see someday."	0
My little brothers asked to help him draw a dinosaur to put in the window to scare away the corona virus from our house how precious	0 4
Folks don't talk about how well Malaysia is fighting coronavirus because no one remembers Malaysia. Get real.	6
"To think deltopia would have been this weekend, corona really hit us where it hurts :("	5
I heard some salons and spas are opened for business. Are they allowed to do so?? COVID19 coronavirus	6 9
Ever coughed so much youre like oh shit I got corona but then youre like oh wait no Im just high.	10
today marks my one month anniversary with staying at home because of corona what flowers should i get?	0 10
I HATE ALL YALL WHO ARE STILL DOING SHIT LIKE THE CORONA VIRUS DONT EXIST WHILE MY ASS IS STAYING HOME	6
covid19 was first to restricting me from getting dicked down. now these damn hurricanes bout to do the same? fuck	6
Someone gonna make and April fools joke today sayin corona virus has muted and now has a 75% lethality to everyone	6 10
Respiratory Therapists are at the frontlines with the corona virus too along with nurses and drs. We (RTs) deserve credit too.	1
"Total cases of covid19 stand at 186,258 including 3,816 fatalities (as of a March 31st). We began March 1st with 89 cases."	8
"Fitch Downgrades South African Banks to 'BB', Negative Outlook on Coronavirus Impact"	4 5 9
UK_gob will way Coronavirus doesn't exist ? April Fools	9 10
just reported it as fact....that the Covid_19 came from one if two labs in wuhan china	6 7 8
Case fatality rate CFR 1.4% but declined to 0.66% after adjusting for undiagnosed cases covid19	8
That MTN Coronavirus measage before the call actually goes through can really taste your patience	5 6 9
Im so glad I can survive without a job but its nothing like working I cant wait to go back this corona virus shit in the way slim	5 6
i want to take aleve for my period cramps but if i get coronavirus i dont want to die lmao	4 10
Im so fucking bored honestly Id rather risk it and contract corona just to go out somewhere	3 6 10
Are yall still wanting to know if any us of personally know somebody with Coronavirus? Yall happy yet?	4 6
"Okay, Patriots, off to pre-Corona Choke Island! Have good evenings and stay safe! IngrahamAngle"	0
One of my uni lecturers has just passed away due to covid19.	5
_ It won't be long before BD media IT Cell tell you that China got Coronavirus from Nizamuddin.	6 7 9
Coronavirus is a misogynist. He heard it was International Womens Month and said nope.	10
100k - 200k projected deaths. Stay off the fucking beach. Stop partying. coronavirus	6
a family friend in cuba mightve gotten corona from some dumb american :(	6 10
"Man coronavirus was the worst April fools joke, amirite guys? ....."	10
maybe this whole coronavirus and no school was a crazy april fools joke? hm.? please..?	3 10
I wonder if the democrats are behind this covid-19 just to make trump look bad	7 9
If likes my tweet and follows me I will donate 500 dollars to my local hospital which is currently battling corona virus	0 10
Gud morning Stay at Home Stay Safe. God shall fight for us in this country over dis virus call COVID19. In Jesus name amen.	0 2
So almost 20 years later... have we found the elusive WMD s ? Covid19 seems like a WMD for sure.	3 6 9
my mental health + this quarantine = NOT DOING WELL. stay the fuck home!!!! StayAtHome StayAtHomeAndStaySafe COVID19 coronavirus	6
"Believe it or not, but I am the first line of defense for corona virus where I work. Kosom el geish"	0 6
"I work @ a preschool and I havent seen my babies in so long bc of COVID19, I miss them so much"	5
"This updated Profile Pic of me, from 2015, suits these COVID19 Times of ours. Stay Safe Friends."	0 10
Thanks Lokesh Ji . Gratitude Together we WILL defeat Corona Pandemic . Jai Hind	0 1
Why the fuck is that the only way to test?! Yall cant detect corona in the spit? Fuck.	6
this thread that isnt a thread but 3 seperate tweets was sponsered by corona beer. infectiously good	9 10
Watching the first documentary bout the Coronavirus and boyyyy this shit is not good	4
breakingnewscoronavirus 13 year old who tested positive for coronavirus in the UK has died	8
Dont pretend you have corona today lmao just stay inside and be normal	0 9 10
Aye imagine coming out with a update on the coronavirus and hitting us with a APRIL FOOLS	0 10
Oh make no mistake if you get shot in the head by someone who has coronavirus you died of coronavirus.	7 10
My friend said her moms job is offering her 45/hr to work in a facility with Coronavirus patients ONLY. Thats really wild	4 6 9
I like it when she gets off the plane and they all die a corona Ebola hybrid death.	5 10
Bruh I literally got shot in the head and back and lived!!!!!! To be alive for the Coronavirus lol wow.......	0 10
All of the stadiums need to open up and Help the public COVID19 coronavirus NBA NFL	0 1 4 6 10
US officially surpassed the coronavirus deaths of CHY-NA	8 9 10
"Rehumanization on a global scale is happening during this Coronavirus crisis. Thanks for this insight,"	1
who do we blame for coronavirus pandemic in USA Dems or Republicans and fishy this happens in an election year?	5 7 10
There are many ways to spread awareness about coronavirus. What JJ did is effing not one of them.	6
"Still Waiting for the April fools, Corona Virus isnt real"	0 3 10
Government better say April fools tomorrow and say there was never a corona virus :.)	0 5 10
corona might think he can unemployment but now it is time for me to become a sugar baby aha u really thought u could get me corona	6 10
Hospitals are clamping down and threatening to fire health-care workers who publicize their working conditions... USA.. coronavirus	6 8
Athe fact that People can comapin about working remote when a lot of people out there have no jobs because of corona is beyond me.	6
Coronavirus will disappear someday. But the policy makers screw up on handling this will be remembered forever	0 6
Combat misinformation about COVID19 by reporting rumors and relying on trusted sources.	0 6
What if the governments just gonna say April Fools and corona wasnt real	0 9 10
"Wow. Really impressed by the OTT ads that have all been redone to guarantee contactless delivery, shop online, all the Corona things."	0 1
"But really, are we even going to remember restaurant etiquette the next time we get to sit in a restaurant? corona SocialDistancing"	4 10
Which should be the other asset class to look at post the equity reax to see the translation as corona impact? Lts gt a chk on tht ......	5 9
students: ok guys a few more months and we can return to civilization government: april fools guys haha there's no coronavirus	10
"The spring season this year, isnt a spring ,,, COVID19 blooming_flowers 2020"	5 10
Our love for God is only as strong as our love for our neighbor. -William Murrell COVID19 Church	0 2
Dang already dropping another fire album can't wait to buy it when this Coronavirus shit ends	0
If you joke about having COVID19 tomorrow for April Fools youll be socially exiled indefinitely. I dont make the rules.	6
"not to sound like a total nerd, but this whole corona thing is definitely gftw's fault"	4 6 7 9 10
"Corona, Kobe, earthquakes, and quarantine!!! Its not even April yet fuck2020"	10
"For real tho, even though times are tough. Appreciate every day. coronavirus"	0
The third world war us here with us. The entire world is fighting against one common enemy - The Corona virus	0 4
"Its April fools, the only joke I want is for corona to say Jk there was no virus after all"	4 5 10
"There have been 178,301 recoveries from coronavirus - lets share the positives."	0
"I wish Cyril could shout: April Fools, there is no Corona in SA"	0 5 6
Cancel Culture needs to hurry up snd dig up some olds tweets or something on Coronavirus so it can be gone	5 6 9 10
"Look guys the coronavirus was just an elaborate joke that got of hand, we're really sorry. It was meant to end today AprilFools"	10
"Whatever doesnt kill us only makes us stronger. We can beat the Coronavirus were in America, the best country in the world."	0
May God blessed our King Queen the family. Amin YRA. WeFightTogether COVID19 stayhomestaysafe WeGotThis	2
lol the streamer I watch that smokes weed and watches car chases is a Corona truther	10
nice one $TTWO :D 5% of all their revenues will go to COVID19 Releif efforts. :D	1 10
BREAKING: 120 new COVID19 cases and 2 new deaths Total confirm cases in Thailand : 1771 total confirm cases (with 12 deaths) 19	8
Another 13 year old died from COVID19 in UK so is now Confirmed no.age is safe let us keep praying hard	2 4
The Coronavirus has taught me that life is SHORT and I want to live my own TRUTH which is to get my family OUT of my life FOREVER!	0 5 6
it may be like lord Rama arrow for corona if yes then address the INDIA please	0 10
I dont like to brag but Ive been avoiding people since way before the corona virus.	3 10
Mr president why there is no terrorism in the world while the west is busy in fighting with CORONA	6 7
"Coronavirus should just tell us April fool abeg, let things go back to normal"	3 5
Why Instagram live turning into a strip club !! shorties throwing oouchie everywhere for the gram tonight COVID19	4 5 6
Why are there no social distancing measures in the co op? Just been in my local one and it's a disgrace coop COVID19	6
"UPDATES : MEXICO Total Cases 2,785 (+346) Recover 633 Death 141 ( +16) COVID19 Covid19Update"	8
"Come on yall Lets cancel COVID19. Stay inside and socially distant, friends GlobalPandemic"	0
* quarantine Radio * Tory : whats are you doing to stay corona free ? Young thug : having sex Content	6 10
at this point im so lonley ill catch corona jus to have something with me	10
How to deal with sales and lease agreements amid the COVID19 outbreak commercialrealestate cre	5 8 9
Let's make this easy. Those who acknowledge COVID19 as a pandemic = good. Those who short change it = bad	9 10
Now de3 with a slice illness u start thinking if is coronavirus or normal illness.....God save us allll	4 10
This is like the most stupidest way to bring awareness about corona virus. SERIOUSLY	6
Don't use April Fools to make jokes about having the coronavirus. People are sick and have died. Grow the fuck up.	6
"Breaking FoxNews Alert : Trump says to prepare for 'very painful 2 weeks' as WH projects 100,000 to 200,000 US coronavirus deaths"	8
This years highlights Xmas card will just be 8 photos of my lounge room! Covid19 COVID19au Xmas2020 Christmas ChristmasCard	3 5
The corona virus came now you really dont get a bless you after a sneeze just a dirty look.	5 10
Ding...ding...ding. If you are wondering why COVID19 testing capacity is limited and will continue to be constrained	3 7
Im not taking these braids out until the coronavirus shit is over my hair will prob be to the floor lol	10
if you worked your ass off for 4 years but wont get to graduate and celebrate all your hard work because of coronavirus say I...	5
"Good riddance to the longest month in a really, really long time. MovingonfromMarch coronavirus COVID19"	0 9
Just make sure there's paper trail before money ends up in Dubai and shell companies. CoronaVirusNigeria	4 5 7
Summer walker knew coronavirus was coming when she had fans pay for a meet and greet to have them stand 6ft away. SummerKnew	4 7 10
Jair Bolsonaro brought COVID-19 with him that weekend (his Press Secretary was infected)	6 8 9
Having my 5 year old ask me about coronavirus and people dying because theyre to sick is truly heartbreaking.	5
My best friends dad has corona and if the homie tests positive Im quarantining so ttfn	4 10
my reflexes have gotten so good xing out of videos as soon as I realize it's a coronavirus parody song	9 10
"Ok its apr 1st news when the government comes out and says COVID19 was just a joke, right? Right?"	0 3 4
Wrestlemania is this weekend lmao wtf.. corona virus got everything fucked up. Who ever knew??	6 10
as tomorrow is April fools day pls dont say u have Corona Virus as a joke.	4 6
Man I havent got laid in awhile and I cant blame coronavirus cuz it didnt give me my personality...	0 5 10
"This is april day 1, wish corona is ajoke and this pandemic is aprank. aprilmop CoronaVirusUpdates RabuAmbyar"	0 5
"I just drunk-ordered panda underwear, so that's how my quarantine is going. COVID19 Quarantine"	0 10
"If you are not subbed to Eve yet, you better hurry before Corona get you and you don't get to see her hot content"	6 10
my grandma from guam has been sick for a while and we just found out that she tested positive for having corona virus im :(	5
Im gonna need a disc grinder to shave my legs after all this Rona business is said and done. coronavirus	10
The UK Government are handling the Coronavirus outbreak really well and with care for peoples lives....April fools AprilFoolsDay	0 10
"Plot twist. The conspiracy theorists we be the death of us all, not corona."	6 7 10
"hey corona, can you pls go away now? I really wanna have a date with my girl :("	5
I was hoping to wake up and coronavirus be some elaborate AprilFools but alas it appears not	3 4 10
the biggest loss of the corona shit is that i will not be seeing hamilton live	5
Imagine the Coronavirus was one big April fool prank	10
was planning to have a Mario Party kind of birthday party for myself my friends this weekend corona sucks	5 6
MFs say that COVID19. Is making niggas fall n love.	10
"Trending on Twitter the day I join: Muslims, RSS, JaiShriRam, ShameonYuviBhajji for promoting Afridi's corona fund. God, I feel dirty!"	6
I washed my hands to Freebird in February so Im good until June coronavirus SocialDistancing	0 10
Shatta wale said corona ban everybody Ajiee. My in	10
paul simon really fkn said goodbye to rosie the queen of corona like 50 years ago and honestly i think its time we dethrone her	6 10
So this coronavirus delayed my MS for another 6 Months. COVID19	3 5
This is like the end of capitalism . This is like the Dark Ages all over again. Save your money. COVID19 04.01.2020.	3 4
"Hay, hay, hay I'm on vacation every single day cuz Corona shut down my occupation."	5 10
if they don't allow anyone to send off jinu due to corona pls give us live stream	5 6
"Feel sorry for anyone who genuinely catches Coronavirus today... Fuck off pal, youre pulling my leg April1st"	5 6 10
When the coronavirus over imma make all my niggas hit the field and run gassers if I catch em simping. All dis is going on camera too	0 6 10
We cant stop now...Stay with this...Its not forever. COVID19 PhysicalDistancing	0
I think it's best....we don't REALLY know what we're dealing with here. We cant afford to take any chances. COVID19 coronavirus	3 4
SoKor patients recover from COVID19 without spending any won. Philippines can't relate.	5 7 9
"When it's all said and done, retrenchments, job losses, salary cuts are our reality. RE tile go sotega post covid19"	3 5
"US coronavirus deaths set one-day record at 865, according to Johns Hopkins University: AFP news agency"	8
"if youre boyfriend gets corona, im not saying he deserves it. all im saying is Gods timing is ALWAYS right cheatersNEVERwin"	3 10
Till one moth back ventilators were ATM machines of private hospitals. Now Its officially life saver! Best thing in Post corona era!	0 1 9
BonespuraVirus is Trumps fault TheLockdown StayAtHome COVID coronavirus EasterSundayMassacre	0 6
Tonight has decided to cancel all their events/programs through August 31st due to COVID19	5 8 9
"Florida now 5th in the nation for coronavirus. 6,741 cases and85 dead."	8
Please do whats right for Florida! Donald Trump really doesnt care about you! COVID19	6 9
Alright so now Im going to be quarantined for my birthday. Now Im PISSED. Yall need to STAY HOME ! This coronavirus stuff isnt a joke.	6
No weapon formed against me shall prosper. And this includes the novel Coronavirus (COVID-19) I declare health.	0 3 6
Depressed people be like- Tested positive for corona. Please pray for my early death.	5 10
"NEW: U.S. reports 25,874 new cases of coronavirus and 1,535 new deaths. Total of 581,918 cases and 23,608 deaths."	8
"Andhra Pradesh Govt has issued an order deferring salaries of govt employees,in wake of COVID19 outbreaknationwide lockdown. (ANI)"	8
"a long power outage thats destroying our food during the coronavirus outbreak? yeah, give me that"	5 6
I hope the dudes claiming CoronaVirus is caused by 5g towers are hit with everything humanly possible	6 10
Oh yeah right april fools China: we're also a victim of covid19 and we are willing to help the other countries APRIL FOOLS! U FOOLS	0 6 7 10
"Due to the coronavirus pandemic, April Fool's Day has been postponed until May 1st. coronavirus Covid_19"	5 10
I just found how theres no backspace button on the corona virus kinda sad hbu :/	5
Ight government its April fools now yall can say sike bout corona	10
Yall remember when ppl were mad at the media for making the coronavirus bigger than what it really was	4 6
Companies here is japan are forcing people to work even though coronavirus is all over Tokyo	4 6 9
so many ruined plans na bc of covid19 ksksksks ampota	5 6
April ballet recital canceled due to Coronavirus How long is it going to last I want to see you	5 6
the people that be sayin coronavirus better not ruin my summer the same people still goin out on the daily STAY TF HOME.	6
May be deadly pandemic Coronavirus would be 3rd World War.	3 9
"Now there's Corona, y'all is gonna have to stop cheating on your girlfriends and wives......and boyfriends"	0 10
"BREAKING: The ACT has recorded 5 new cases of coronavirus, taking the total in Canberra to 84"	8
Una won use style cancel the covid19 giveaway abi?	5 9 10
Does Coronavirus suddenly not exist?! Its not even on the trending page or anything ?	9 10
COVID19 Maybe students in Liaoning province will be the last to end the LONG vacation.And I'm one of them	3 8 9
"if the coronavirus was a person, it would definitely be Carole Baskins. you cant change my mind"	10
Corona virus sucks but Ive gotten a lot better at putting OG tubes in	0 10
"I just want a Zingers Mountain Melt from Ale House rn. But ya know, corona out here ruining my fat ass desires at 1AM."	5 10
"Wishing we could say Were still quarantined, and Corona is still here....APRIL FOOLS April1st"	5 10
"Unless you found Corona virus in J. Edgar Hoover's tomb, just go away."	6 10
Dana Milbank of the has strung together an interesting array of Trump coronavirus comments.	7 8 9
we really thought we were all gonna be so happy when mercury came out of retrograde and then corona virus said oh fuck no	10
Sunday I was convinced I had early symptoms of coronavirus. Turns out I was just hungover. whoops	0 10
you thought all of the single people were independent before.. just wait till corona is over. we aint got no one to spend it with lol	10
Sees my reflection in the mirror guess coronavirus didnt close Seaworld	0 10
How is it already April but also ONLY April? It feels like weve lived several months in just a few weeks. COVID19	5 6
guys i actually tested for corona today so if i tweet i got it tomorrow its not a joke codnxksnoxsndk	4 9
This Coronavirus shit is really scary. I just pray me and all my people make it out of this okay	2 4
"having not one but four friends test positive for corona virus is just too much. ms rona, with all offense, go die x"	4 5 6
JUST IN: US coronavirus death toll hits 4000 ATTENTION: Keep social distancing!!! Stay at home!!!	0 8
If I see any of you make jokes about the Coronavirus for April fool's I will block you. It's not funny	6
Yo this Coronavirus thing may last till September	3 4
I wish the corona would hit us with the sickest April Fools ever and just dip	0 10
People finally catching up to this? China has been lying about the Wuhan COVID-19 virus for months now...	6 7
How high do you think the actual Corona infection and death numbers are in China? I'd bet the real values are 10X what's being reported.	7 9
Covid19 lockdown situation is like our own 'existential crisis' hanging over our heads.. PMKcallsCurfewExtension	5 9
My birthday is in literally 10 more days I caannntttt even do shit Stupidd ass Coronavirus!!!!!!	5 6
". said in New York City, the Queens borough is the epicenter of their COVID19 crisis."	8 10
"Wish he would have caught the virus from Rand Paul. Its the least COVID19 or Rand Paul, could do for us"	0 6 10
"Now there's Corona, y'all is gonna have to stop cheating on your girlfriends and wives.."	6 10
apparently a new symptom of the coronavirus is having no taste ... so turns out Ive had coronavirus for the past 19 years	10
Tucker who is doing it? was happy when twitter banned a tweet from someone about Coronavirus drugs. hannity	1 6
"Everyones home from college and eating all day, traded the freshman fifteen for the corona nineteen"	10
"If COVID19 has not helped you realize that the modern day Pastors and Prophets who claim to heal everything are fraud, then I give up."	6 10
Today is AprilFoolSDay guys let fool corona virus eerr	10
lmaoooo bitch why my daddy just told me he hope I get corona on my tongue	5 10
That TikTok of Larry Hernandez going off on Corona is literally how I been feeling these past few days	10
Lets just all hope and pray that the corona isnt the 1% thats not killed with germ-x and Lysol.	10
Lollllllll so many people died but you make a joke about corona virus???	6
Trump has touted as a treatment option for COVID-19 coronavirus patients despite concern among medical experts. TrumpSayModiObey	6 8
akka Any idea of accepting head shave challenge for nurse who worked against corona covid 19...????	4 9
Pretty sure all this Lysol Im spraying is gonna kill me and/or damage my respiratory system before Coronavirus even has a chance to	3 10
Today I am seeing thar islamic virus is more dangerous than corona virus tabli ki jamaat	3 6 7
Today In Church History: Hollywood is the First to Encounter God In Coronavirus	5 10
Criminalizing victims of covid19 will come bite us back in the ass irrespective of religion.	5 6 10
COVID19 in my town. health rehab center tests positive. Just a matter of time before it came here.	3 4
"i just want to say thank you coronavirus, for teaching me to finally quit biting my DAMN nails."	10
hello to much is going on in my head i hope the corona virus takes me out so my brain shuts the fuck up for five goddamn seconds	3 6 10
on MF with Russian table tennis picks tonight on F U COVID19 the fighting spirit of sportsgambling lives on	0 6 8
Waiting for the federal government to say that this whole coronavirus situation is one big April fools prank	0 10
Dont blame corona that body was already looking whopped lmao	10
Quarantine = Lots and lots of Music who agrees? coronavirus playlist spotify	0
During this covid19 shit Ive been bored and restless. But i know it gotta be a different level for single folks	5
shaving &lt;&lt;&lt;&lt; waxing like god pls stop this corona i cant do this	5 10
I dont wanna hear none of yall say you got Coronavirus for April fools thats outta pocket	6
imagine hearing april fools !!!!! corona was a lie wouldnt that be shtunnnning x	0 10
Ozzy Osbourne forced to cancel Switzerland trip for Parkinson's treatment Sharon Osbourne is heartbroken by coronavirus news.	8 9
The covid19 crisis is showing governments how easy it is to seize power over the daily lives of citizens.	0 3 7 9
Have we passed the point where the Enterprise would've emerged from a temporal rift to save us from COVID19?	0 4 9 10
I miss seeing you both on my TV. Hopefully after this coronavirus goes away. You both can come back? Please?	0 5
Am I alone in thinking that Fredo Cuomo doesn't actually have coronavirus ? cuomobrothers TakeOutTuesday COVID19 WuFlu CoronaHoax	0 7 9 10
i keep randomly hearing Cardi B screaming coronavirus in my head	6 10
And thats exactly why joe Biden said he didnt want to debate trump about how corona is being handled	3 9
i hope the government come today and say april fools coronavirus was a prank	3 10
If only someone could come out and say this whole thing of covid19 was a big AprilFools joke	3 4 10
"Coronavirus death toll in US reaches 4,000 via FOX NEWS"	8
"Are there any guidelines? I could not find anything on the website, but maybe I missed it? COVID19"	4 8 9
so the corona hasnt taken me out but someone driving on the wrong side of the road almost did	4 6
my auntie gone text the FAMILY groupchat at 10:36 pm to tell us her EX husbands friend died from coronavirus. girl	5 10
"That's if we even have a season. With the way the coronavirus is playing out, we may en up having a delay."	3 9
DAY6 Coronavirus has shown us the government is capable of so many things.. just hope the energy can remain the same post the virus.	0 1
Yall better not I have coronavirus this april fools like how ya im pregnant every other april fools	6 10
Bawling watching on CuomoPrimeTime. Anyone else bawling? GetWellSoonChris COVID19	0 5
"can the gov. be like haha jk COVID19 aint real, April fools"	0 4 5 10
Fact: New York State has almost 1/10 of the worlds coronavirus cases. Maybe Cuomo should be reading Newsoms playbook.	6
"Latest Coronavirus News! Total Cases: 858,377 Total Dead: 42,146 Total Recovered: 177,931"	8
I think Im dying tbh idk if its corona or not but something is wrong with me and its not good	4
When you didnt know you was a school couple until the corona Im screaming	10
"Every time I randomly cough, I get a wave of anxiety and start overthinking coronavirus GotMeFuckedUp"	4 10
So tomorrow am I gonna wake up and this whole corona virus is gonna be a big April fools joke?	9 10
ight no jokes about testing positive for corona on this april fools fr	3 4 6
The area where I live they are suspecting 2 positive cases and supposedly our area will be completely locked down in few hours coronavirus	4 9
Yo thats dope the coronavirus package excludes veterans and the disabled thats smart	6 10
"as many of us rely more on substances during COVID19 quarantine, let us please reach out to friends if we need help being held accountable."	0 2
the good place predicted corona when jason said he had a flu named after him from kissing a bat	10
Ask them to publish names of Corona viruse victims and names of those died due to this viruse in India as on today.	5 6
"Just imagine if china just comes out and says April fools guys we've had the vaccine for corona from the beginning ,psych."	0 7 10
Just waiting for someone to say April fools corona virus isnt real lol	3 10
"The 3 to 5 closest people to you right now are in the same position as you mentally, financially and spiritually. coronavirus"	9
"I hope after coronavirus has passed the human world will be fair, with a level playing field for everyone. 2020"	0
"If you had to sacrifice one football club to end the corona virus now, who would it be and why would you choose Celtic?"	3 9 10
Are you canceling summer too because i can stop working out right now if that's the case let a bitch know	5 6 10
leaving the house for the first time in a week whats the bet i get corona right now	4 10
How come nobody said Corona Virus lockdown was April fools	10
I would like to thank the coronavirus for making me not a pussy to ki** myself	10
lowkey want the government to say april fools corona isnt real tomorrow	0 10
Please advise to all India corona pecent please take steam and hot water and hot tea and coffee this is main madicin for corona	0
Im coming out of this corona period looking better than I ever did before even my nose hairs gonna be laid to the gawwdds	10
In china police guards who standing in road side advise if you follow Jesus and the corona will run away.	9 10
May you please share real microscopoc slide image of coronavirus except that published by WHO it's urgent.	1 4 5 9 10
Take ur mind off of COVID19 for a day its AprilFoolsDay have fun prank someone and make sure u get the last laugh!	0
Lmao I'm waiting for the government to say that corona was fake-- AprilFools	3 10
Id literally rather die of Corona before I take the test to find out if I have it or not.	3 4 10
We have had enough of this year already from attempted World War III to CoronaVirus without the need to do AprilFoolsDay	3 10
"Merci and please take care, my French friends. xx Covid19"	0 1 2
800 ppl died from the coronavirus in the last 24 hours	5 8
so apparently a new symptom of corona is inability to arouse. crazy how ive been infected with this virus for the past 14 years	5 10
IndiaThanks We also appreciate health workers which are working day and night to tackle Corona disease	1
coronavirus update in Burundi. New cases confirmed 2. Newly reported location.	8
Yo Mama so freakin UGLY! She scared away....THE CORONA VIRUS!!	4 10
People dont take that coronavirus seriously until it hits their family members.	6 9
"Eh i dont believe it, all these conspiracy theories about Corona ppl jus get on here say anything ."	6 7
The figures coming out from US on confirmed cases and death is staggering and call for concern. COVID19 CoronavirusOutbreak	4
"oh YEAH? because PERSONALLY, i thought the worst symptom the coronavirus was DEATH!!"	3 10
Back 2 school! For one day COVID19 notbetreuung twlz	5
Ughhh can it just be August already and this coronavirus bs be over already so i can be celebrating my bday at baja beach fest	5 6 10
Damn my cousins wife tested positive for covid19 today whack	4 5
"ok coronavirus april is hear, you can say april fools now haha"	10
Missing the days when I was so fancy I used more than 3 squares of tp. COVID19	5 10
You know shits real when waffle house closes over the corona virus	4 10
Corona not only ruined being outside and me going to Chicago but it has ruined ranked league because kids are always on now	5 6 10
I cant even get lit to broke in a minute anymore bc Corona Lashay DaVirus	3 6 10
"This corona virus got me going crazy, I have no idea what to do when I get done with school."	3 4 7
"I thank God that I'm still negative kule COVID19 , people please obey the rules StayAtHome . . Good morning everyone"	0
"UPS lost my Persona 5. Man fuck it, just give me the coronavirus"	3 6
Woow spreading corona knowingly is not a shame...evil design got exposed now comes the usual victim card	10
Enough with modeling this corona guys. You cant build a model with low quality data that comes from government Note: Indonesia govt	6 9
Take a break from COVID19 twitter and check out earthquake twitter. This joint is wild.	4 10
hello Mike. Covid19 should give you something to write about. Hope you are keeping well.	0 10
"COVID19 CoronaViruse Coronavirus Cases: 859,031 Deaths: 42,322 Recovered: 178,100"	8
One of the church mothers at my church died from Corona Virus yesterday	5
Social distancing and CoronaVirus awareness song from garu.. StayHomeStaySafe Covid19 WeWillStayAtHome	0 4
So bitches was outside fighting eachother aint AINT jump the Coronavirus weak ass bitches	6 10
Someone tell me why t*e hom* d*pot is essential?? I DO NOT WANT CORONA BUT I STILL NEED A JOB Im losing my mind	4 5 6
We were warned about the coronavirus by papa John and nobody took it seriously freepapajohn	5 10
Can we create a new app thats just Twitter but a corona free zone!?!?	6 9
My daddy was like if the Corona didnt take him out...if that child was lost...that sure would have	4 5 10
Sorry Seb. Burning with urination and a urethral discharge arent symptoms of COVID19	4 6
This Coronavirus shit just isnt gonna end huh and Im not buying that its some new virus cause that bitch spreaded too fucking fast	7 10
Guess which celebrity hasnt gotten the coronavirus....... Chuck Norris. Coincidence? I think not.	10
"NewsAlert Two COVID19 patients die in West Bengal, death count rises to six: Health official (PTI)"	8
Tomorrow being April 1st I am fully expecting the government to inform us that the coronavirus isnt real and life can return to normal.	0 10
Wonder if the rashes are symptoms of cytokine storm syndrome associated with Covid-19?	4
He has the blood of every American who dies from coronavirus on his hands for enabling our Idiot In Chief	5 6
my baby rosie has corona you better believe my ass RAN TO NOOKS TO GET HER MEDICINE	4 5
The Banks and the Oppenheimer's mmmmmmmmmmmmh people are going to make a lot of money from this veiled Corona Virus relief plans.	5 7 9
"ya know, my mom would always joke about my birthday being canceled. well, thanks corona."	5 6 10
"I have 12 Corona gake galle ebile, ke batla Savanna"	5 10
Soon as this corona shit over with issa wrap Im cutting tf up	0 9
Traders Seek China's Masks to Help U.S. Hospitals Battle the Coronavirus	0 8
"153,000 SEALED INDICTMENTS ESTIMATED DEATH TOLL CORONA 200,000 EACH SEALED INDICTMENT COULD BE BETWEEN 1-10,000+"	8
